X,Y,Number,Name,Latitude,Longitude,District,Public_,Total_docks,ObjectId,geometry,element_station2,id_station2,landuse,element_amenity,id_amenity,amenity
-7917969.71146005,5213033.33019138,K32004,JFK Crossing at Harvard St. / Thorndike St.,42.34655124,-71.12833211,Brookline,Yes,15,331,POINT (-71.12833211 42.34655124),,,,,,
-7909381.21793624,5209086.22456188,C32013,JFK/UMass T Stop,42.32033974,-71.05118036,Boston,Yes,31,332,POINT (-71.05118036 42.32033974),,,,,,
-7913291.78704499,5216420.49987728,M32083,John Ahern Field at Kennedy-Longfellow School,42.36903567,-71.0863096,Cambridge,Yes,19,333,POINT (-71.0863096 42.36903567),,,,,,school
-7910409.38590391,5222015.94072304,V32013,Kearins Playground,42.40616124,-71.06041655,Everett,Yes,11,334,POINT (-71.06041655 42.40616124),,,,,,
-7912830.73733637,5215595.52936516,M32032,Kendall Street,42.36356016,-71.08216792,Cambridge,Yes,17,335,POINT (-71.08216792 42.36356016),,,grass,,,parking
-7913140.9647197,5215424.93676551,M32004,Kendall T,42.36242784,-71.08495474,Cambridge,Yes,23,336,POINT (-71.08495474 42.36242784),,,commercial,,,bicycle_parking
-7914482.83880479,5213357.88177388,B32010,Kenmore Square,42.348706,-71.097009,Boston,Yes,26,337,POINT (-71.097009 42.348706),,,,,,university
-7913233.9621355,5216498.44437057,M32065,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,Cambridge,Yes,19,338,POINT (-71.08579015 42.36955298),,,,way,180993113.0,school
-7891642.75207498,5237899.39996861,T32006,Lafayette at Leach St,42.51142784,-70.89183301,Salem,Yes,11,339,POINT (-70.89183301 42.51142784),,,,,,
-7914879.60818665,5215581.14596658,M32009,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,Cambridge,Yes,15,340,POINT (-71.10057324 42.36346469),,,,,,bicycle_parking
-7915077.71569205,5212602.46959163,B32015,Landmark Center - Brookline Ave at Park Dr,42.34369056,-71.10235287,Boston,Yes,15,341,POINT (-71.10235287 42.34369056),,,,,,
-7925153.0346363,5210620.24649943,N32008,Langley Lot,42.330528,-71.192861,Newton,Yes,11,342,POINT (-71.192861 42.330528),,,,,,
-7914834.50598176,5213152.84496186,B32058,Lansdowne T Stop,42.34734473,-71.10016808,Boston,Yes,27,343,POINT (-71.10016808 42.34734473),,,,,,
-7912873.33596591,5211684.43115093,D32061,Lenox St at Kendall St,42.33759485,-71.08255059,Boston,Yes,17,344,POINT (-71.08255059 42.33759485),,,,,,
-7916932.95742005,5219089.63282269,M32039,Lesley University,42.38674802,-71.11901879,Cambridge,Yes,15,345,POINT (-71.11901879 42.38674802),,,construction,relation,11234979.0,university
-7916932.95742005,5219089.63282269,M32039,Lesley University,42.38674802,-71.11901879,Cambridge,Yes,15,345,POINT (-71.11901879 42.38674802),,,construction,way,819258326.0,university
-7908170.16874312,5215914.71325525,A32057,Lewis Mall Wharf,42.36567871,-71.04030132,Boston,Yes,21,346,POINT (-71.04030132 42.36567871),,,,,,
-7909347.44805551,5215642.36030755,D32006,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,Boston,Yes,19,347,POINT (-71.050877 42.363871),,,,,,
-7918212.8209828,5220759.69478015,M32025,Linear Park - Mass. Ave. at Cameron Ave.,42.397828,-71.130516,Cambridge,Yes,19,348,POINT (-71.130516 42.397828),,,residential,,,bicycle_rental
-7920277.70736823,5222497.29131344,L32002,Linwood St at Minuteman Bikeway,42.40935396,-71.14906519,Arlington,Yes,11,349,POINT (-71.14906519 42.40935396),,,,,,
-7915539.37209191,5211840.1720314,A32004,Longwood Ave at Binney St,42.338629,-71.1065,Boston,Yes,15,350,POINT (-71.1065 42.338629),,,,,,
-7916359.97818982,5214640.14977275,M32022,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,Cambridge,Yes,19,351,POINT (-71.11387163 42.3572185),way,263432791.0,retail,,,bicycle_rental
-7915477.03762984,5220752.97172542,S32013,Magoun Square at Trum Field,42.3977834,-71.10594004,Somerville,Yes,19,352,POINT (-71.10594004 42.3977834),,,,,,
-7910875.9759836,5217410.06486368,D32020,Main St at Austin St,42.375603,-71.064608,Boston,Yes,11,353,POINT (-71.064608 42.375603),,,,,,
-7911546.23063766,5218201.81185816,D32036,Main St at Baldwin St,42.380857,-71.070629,Boston,Yes,19,354,POINT (-71.070629 42.380857),,,,,,
-7915978.4161636,5222852.36473828,F32001,Main St at Brooks Park,42.411709,-71.110444,Medford,Yes,11,355,POINT (-71.110444 42.411709),,,,,,
-7910789.92490402,5217300.88763798,D32038,Main St at Thompson Sq,42.37487847,-71.06383499,Boston,Yes,15,356,POINT (-71.06383499 42.37487847),,,,,,
-7913877.02700394,5215496.31193016,M32080,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,Cambridge,Yes,23,357,POINT (-71.0915669 42.3629016),way,58339370.0,commercial,,,university
-7911830.09533918,5225088.91730985,G32001,Malden Center T Station,42.426541,-71.073179,Malden,Yes,11,358,POINT (-71.073179 42.426541),,,,,,
-7910801.2750393,5225088.41360374,G32003,Malden High School,42.42653766,-71.06393695,Malden,Yes,11,359,POINT (-71.06393695 42.42653766),,,,,,
-7917120.7367031,5212065.08406321,K32012,Marion St at Harvard St,42.34012243,-71.12070564,Brookline,Yes,15,360,POINT (-71.12070564 42.34012243),,,,,,
-7915033.98160371,5209663.36020012,E32012,Martha Eliot Health Center,42.324173,-71.10196,Boston,Yes,16,361,POINT (-71.10196 42.324173),,,,,,
-7914448.74609754,5215263.81732497,M32061,Mass Ave at Albany St,42.36135838,-71.09670274,Cambridge,Yes,18,362,POINT (-71.09670274 42.36135838),,,commercial,,,bicycle_rental
-7917332.45635583,5219762.09997355,M32056,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,Cambridge,Yes,19,363,POINT (-71.12260755 42.39120972),,,retail,,,bicycle_rental
-7912964.4999497,5212250.88904802,C32063,Mass Ave T Station,42.34135616,-71.08336953,Boston,Yes,14,364,POINT (-71.08336953 42.34135616),,,,,,
-7914864.98080556,5215596.25704789,M32085,Mass Ave/Lafayette Square,42.36356499,-71.10044184,Cambridge,Yes,15,365,POINT (-71.10044184 42.36356499),,,,,,recycling
-7912769.70976512,5212172.39969089,C32004,Massachusetts Ave at Columbus Ave,42.340835,-71.0816197,Boston,Yes,13,366,POINT (-71.0816197 42.340835),,,,,,
-7914064.3888389,5202621.94833677,C32050,Mattapan Library,42.2773889,-71.09325,Boston,Yes,15,367,POINT (-71.09325 42.2773889),,,,,,
-7914107.9147598,5201194.72546748,C32045,Mattapan T Stop,42.267902,-71.093641,Boston,Yes,15,368,POINT (-71.093641 42.267902),,,,,,
-7908111.94530985,5216391.63265801,A32030,Maverick Square - Lewis Mall,42.36884408,-71.03977829,Boston,Yes,33,369,POINT (-71.03977829 42.36884408),,,,,,
-7907397.43670542,5216225.46441633,A32044,Maverick St at Massport Path,42.36774122,-71.03335975,Boston,Yes,15,370,POINT (-71.03335975 42.36774122),,,,,,
-7892073.3069223,5238897.26233522,T32004,Mayor Salvo Path at Mill St,42.5180352,-70.89570075,Salem,Yes,11,371,POINT (-70.89570075 42.5180352),,,,,,
-7910240.53983986,5208839.77005558,C32112,Meaney Playground - Pleasant St at E Cottage St,42.31870275,-71.05889978,,Yes,17,372,POINT (-71.05889978 42.31870275),,,,,,
-7915717.70591616,5223759.31713372,F32002,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,Medford,Yes,11,373,POINT (-71.108102 42.417724),,,,,,
-7910425.04521668,5218137.38311785,D32037,Medford St at Charlestown BCYF,42.38042947,-71.06055722,Boston,Yes,19,374,POINT (-71.06055722 42.38042947),,,,,,
-7914058.60022538,5214772.94316135,M32006,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Cambridge,Yes,27,375,POINT (-71.093198 42.3581),,,grass,relation,65066.0,university
-7913335.04245953,5215140.78831491,M32070,MIT Carleton St at Amherst St,42.36054174,-71.08669817,Cambridge,Yes,27,376,POINT (-71.08669817 42.36054174),,,recreation_ground,relation,65066.0,university
-7913203.73110139,5215188.63993777,M32071,MIT Hayward St at Amherst St,42.36085937,-71.08551858,Cambridge,Yes,27,377,POINT (-71.08551858 42.36085937),,,grass,relation,65066.0,university
-7914959.92742565,5214994.87723451,M32041,MIT Pacific St at Purrington St,42.3595732,-71.10129476,Cambridge,Yes,19,378,POINT (-71.10129476 42.3595732),,,commercial,relation,65066.0,university
-7913831.28693837,5215380.2507266,M32005,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,Cambridge,Yes,35,379,POINT (-71.09115601 42.36213123),way,1047762285.0,grass,relation,65066.0,university
-7915254.92630264,5214396.51829276,M32042,MIT Vassar St,42.35560121,-71.10394478,Cambridge,Yes,53,380,POINT (-71.10394478 42.35560121),,,grass,relation,65066.0,university
-7913842.93095711,5209251.59607538,B32023,MLK Blvd at Washington St,42.32143814,-71.09126061,Boston,Yes,15,381,POINT (-71.09126061 42.32143814),,,,,,
-7912128.37257518,5216863.72573154,M32086,Morgan Ave at North First St,42.37197726,-71.07585847,Cambridge,Yes,23,382,POINT (-71.07585847 42.37197726),,,construction,,,bench
-7912621.24296025,5202826.28043219,C32103,Morton St at Gallivan Blvd,42.278747,-71.080286,Boston,Yes,15,383,POINT (-71.080286 42.278747),,,,,,
-7918511.85964411,5217286.997404,M32043,Mt Auburn,42.37478629,-71.13320231,Cambridge,Yes,19,384,POINT (-71.13320231 42.37478629),,,residential,,,hospital
-7911795.55290119,5214386.73725146,D32017,Mugar Way at Beacon St,42.35553628,-71.0728687,Boston,Yes,19,385,POINT (-71.0728687 42.35553628),,,,,,
-7906326.45971437,5211511.72087541,C32023,Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,Boston,Yes,19,386,POINT (-71.023739 42.336448),,,,,,
-7911605.65520824,5216217.7742751,M32045,Museum of Science,42.36769018,-71.07116282,Cambridge,Yes,19,387,POINT (-71.07116282 42.36769018),,,,,,bicycle_rental
-7910837.57075927,5215913.8529637,A32025,Nashua Street at Red Auerbach Way,42.365673,-71.064263,Boston,Yes,36,388,POINT (-71.064263 42.365673),,,,,,
-7913919.2282229,5208568.66832031,B32027,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,Boston,Yes,15,389,POINT (-71.091946 42.316902),,,,,,
-7920018.35633177,5214656.82906238,D32001,New Balance - 20 Guest St,42.35732922,-71.1467354,Boston,Yes,14,390,POINT (-71.1467354 42.35732922),,,,,,
-7911086.36982119,5210028.6369379,C32022,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,Boston,Yes,15,391,POINT (-71.066498 42.326599),,,,,,
-7926657.18136951,5209346.07473109,N32010,Newton Highlands T,42.32206566,-71.20637298,Newton,Yes,15,392,POINT (-71.20637298 42.32206566),,,,,,
-7926815.42981804,5211474.88114287,N32013,Newton Library,42.33620337,-71.20779455,Newton,Yes,13,393,POINT (-71.20779455 42.33620337),,,,,,
-7921112.73490617,5216207.27416876,W32007,Nichols Ave. at Watertown Greenway,42.36762049,-71.15656637,Watertown,Yes,12,394,POINT (-71.15656637 42.36762049),,,,,,
-7926110.49357662,5215162.30441625,N32002,Nonantum Library,42.36068456,-71.201462,Newton,Yes,15,395,POINT (-71.201462 42.36068456),,,,,,
-7893235.68723405,5240689.33031085,T32015,North St at Liberty Hill Ave,42.52989965,-70.90614259,Salem,Yes,11,396,POINT (-70.90614259 42.52989965),,,,,,
-7911230.52856177,5224684.60376714,G32002,Northern Strand at Main St,42.42386,-71.067793,Malden,Yes,11,397,POINT (-71.067793 42.42386),,,,,,
-7922217.53966409,5213638.64783986,D32031,Oak Square - 615 Washington St,42.35057,-71.166491,Boston,Yes,13,398,POINT (-71.166491 42.35057),,,,,,
-7915752.36412642,5214707.03281691,M32076,Old Morse Park at Putnam Ave,42.35766248,-71.10841334,Cambridge,Yes,15,399,POINT (-71.10841334 42.35766248),,,recreation_ground,,,bicycle_rental
-7910513.44179793,5214829.83323247,B32061,One Beacon St,42.35847764,-71.0613513,Boston,Yes,16,400,POINT (-71.0613513 42.35847764),,,,,,
-7915312.8469469,5211131.43354467,B32036,One Brigham Circle,42.3339227,-71.10446509,Boston,Yes,15,401,POINT (-71.10446509 42.3339227),,,,,,
-7912935.68935229,5215396.90721541,M32003,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,Cambridge,Yes,23,402,POINT (-71.08311072 42.36224179),,,commercial,,,bicycle_rental
-7913890.73043326,5216004.85446449,M32002,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Cambridge,Yes,19,403,POINT (-71.09169 42.366277),,,commercial,,,waste_basket
-7912637.88633732,5215303.12897413,M32053,One Memorial Drive,42.36161932,-71.08043551,Cambridge,Yes,19,404,POINT (-71.08043551 42.36161932),way,1097286503.0,commercial,,,bicycle_rental
-7904362.67257728,5219094.60339093,A32035,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,Boston,Yes,19,405,POINT (-71.006098 42.386781),,,,,,
-7902873.91910326,5222165.99756436,R32002,Orr Sq (Shirley Ave),42.40715656,-70.9927243,Revere,Yes,11,406,POINT (-70.9927243 42.40715656),,,,,,
-7917422.11863969,5221763.98590881,S32009,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,Somerville,Yes,15,407,POINT (-71.123413 42.40449),,,,,,
-7917468.65018685,5213893.36288489,A32012,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,Boston,Yes,27,408,POINT (-71.123831 42.352261),,,,,,
-7915405.90002245,5213137.22115418,A32008,Park Dr at Buswell St,42.347241,-71.105301,Boston,Yes,15,409,POINT (-71.105301 42.347241),,,,relation,6587738.0,university
-7911232.57461401,5213828.15005931,D32042,Park Plaza at Charles St S.,42.35182807,-71.06781138,Boston,Yes,19,410,POINT (-71.06781138 42.35182807),,,,,,
-7913993.29798569,5211819.01136166,Z32997,Parker St at Huntington Ave,42.33848849,-71.09261138,Boston,Yes,19,411,POINT (-71.09261138 42.33848849),,,,,,
-7915196.40008036,5217963.14304427,S32034,Perry Park,42.37927325,-71.10341903,Somerville,Yes,19,412,POINT (-71.10341903 42.37927325),,,,,,
-7908656.5436359,5213584.45211065,C32107,Pier 4 Blvd at Autumn Ln,42.3502102,-71.0446705,Boston,Yes,19,413,POINT (-71.0446705 42.3502102),,,,,,
-7908603.90955427,5224155.10132958,V32009,Pope John High School,42.4203487,-71.04419768,Everett,Yes,15,414,POINT (-71.04419768 42.4203487),,,,,,
-7916940.21656405,5219277.57275939,M32029,Porter Square Station,42.387995,-71.119084,Cambridge,Yes,19,415,POINT (-71.119084 42.387995),,,retail,,,bench
-7906886.26539606,5215679.73001099,A32050,Porzio Park,42.36411904,-71.02876782,Boston,Yes,17,416,POINT (-71.02876782 42.36411904),,,,,,
-7916682.84590134,5221219.31583838,S32008,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,Somerville,Yes,15,417,POINT (-71.116772 42.400877),,,,,,
-7912662.62820735,5213028.63090547,C32007,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,Boston,Yes,18,418,POINT (-71.08065777 42.34652004),,,,,,
-7909603.9281623,5214254.58497082,A32026,Purchase St at Pearl St,42.354659,-71.053181,Boston,Yes,19,419,POINT (-71.053181 42.354659),,,,,,
-7920756.51253564,5223509.09663874,L32001,Railroad Lot and Minuteman Bikeway,42.41606457,-71.15336637,Arlington,Yes,11,420,POINT (-71.15336637 42.41606457),,,,,,
-7917889.32765575,5219183.3054137,M32079,Raymond Park at Walden St,42.38736954,-71.12761001,Cambridge,Yes,19,421,POINT (-71.12761001 42.38736954),,,residential,,,bicycle_rental
